Timestamp,UptimeSeconds,CpuPercent,MemoryMB,ActivePlayers,PacketsReceived,PacketsSent,PacketsDropped
2026-01-14 06:56:43,60,1,0,08,56,95,1,1465,1777,0
2026-01-14 07:18:51,60,11,0,18,58,98,1,1361,1669,0
2026-01-14 07:28:48,60,11,0,17,58,47,1,1226,1533,0
2026-01-14 07:36:29,60,12,0,2,57,56,1,1247,1554,0
2026-01-14 07:38:27,60,12,0,23,61,18,1,1497,1789,0
2026-01-14 07:41:35,60,47,0,22,57,04,1,1399,1708,0
2026-01-14 07:42:35,120,49,0,2,59,29,1,3579,3866,0
2026-01-14 07:49:44,60,49,0,22,57,49,1,1173,1480,0
2026-01-14 07:51:31,60,49,0,23,57,47,1,1175,1482,0
2026-01-14 07:52:31,120,51,0,18,60,28,1,2976,3302,0
2026-01-14 07:53:31,180,54,0,16,60,31,1,4777,5121,0
2026-01-14 07:54:31,240,55,0,16,60,21,1,6577,6939,0
2026-01-14 07:55:31,300,58,0,14,61,04,1,8378,8758,0
2026-01-14 07:56:31,360,57,0,14,60,98,1,10178,10577,0
2026-01-14 07:57:31,420,62,0,14,63,24,1,12538,12868,0
2026-01-14 08:09:32,324,79,0,07,47,3,0,1,0,0
2026-01-14 08:16:01,60,49,0,15,57,52,1,1343,1653,0
2026-01-14 08:21:37,60,5,0,18,58,21,1,807,1111,0
2026-01-14 08:22:37,120,5,0,14,57,6,1,2607,2930,0
2026-01-14 08:37:15,61,63,0,05,38,63,0,21,20,0
2026-01-14 08:38:15,121,64,0,1,56,86,1,2047,2365,0
2026-01-14 08:39:15,181,67,0,09,57,06,1,3848,4185,0
2026-01-14 08:41:30,60,47,0,15,57,16,1,1115,1421,0
2026-01-14 08:44:58,60,11,0,2,57,38,1,1367,1676,0
2026-01-14 08:45:58,120,13,0,14,56,97,1,3168,3495,0
2026-01-14 08:47:54,60,15,0,2,57,61,1,1263,1571,0
2026-01-14 08:48:54,120,16,0,14,57,11,1,3063,3389,0
2026-01-14 08:49:54,180,19,0,13,57,17,1,4864,5208,0
2026-01-14 09:01:13,60,11,0,15,59,9,1,587,888,0
2026-01-14 09:02:13,120,11,0,15,59,3,1,2723,3012,0
